,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,average_temp,weighted_average_watts,max_watts
63,2,Afternoon Ride,5449.2,1509,3192,41.1,Ride,,5703094078,garmin_push_7206781134,6066287306,2021-07-28T21:32:49Z,2021-07-28T17:32:49Z,(GMT-05:00) America/New_York,-14400,"[40.68984, -73.977347]","[40.719837, -73.983315]",,,United States,40.68984,-73.983315,3,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,6066287306,3.611,10.2,,TRUE,123,150,FALSE,TRUE,45.5,4.4,0,0,FALSE,3171594,1,a5703094078,mfjwFluobMUNORZRDR?PET@JKJATUB?FRFINBJKF@VEFGD{CXiADi@FGDWFaCT{AD{@He@AmDPMFa@b@Q\SROZg@`@WLKD[FyCRm@Jg@@YF[CGBu@LaBJ_B@gCFaBGiB?[BKBONMVGpA@t@GJLbA?|@Bl@DrAADBD@AC?BCJBK?ABJLCLBt@G|@CdDKn@IPBXAd@SvABJBfCFLCCAGPRDE?u@BWXyAJYFKHEJ?H@LND\El@Sp@]l@o@`@cAh@gCjAeAh@u@P_Ad@YHe@Ho@Ra@D_@J]Pc@VeAd@uAv@_EbBm@ZUP}E|B{@h@oAd@MH?CEBFG@@ACFEAEG@@PGFBA?B?C@BEFI@CDECBC?GADE@AEE??BOLYPm@XmAp@wB~@WH}Av@yB`Ao@\[Vc@H{@d@c@Rg@N{Az@o@\qC`AuA^gAd@{Az@kBn@{@\WRY`@YPYHu@Lc@BKCEG?IH_@@g@F]XqBPc@PsADe@@ED??A?D@IBu@AMCCc@QiA[eBq@kBcAcA_@WOs@UcBu@k@SaCcAQCIBMGOESS[SmEmBWUg@YwCgAMQ?UFi@^cAReAf@kBJ{@CODIDm@Lq@b@{A^eBd@aBJc@AC@B?ENa@AQAA?Kt@mB@WPs@AEBCH@AE@A@FC?@BA@Bs@,2,62.8,94.8,FALSE,,,
64,2,Morning Run,8747.7,3016,3154,41.7,Run,0,5700506119,garmin_push_7203953754,6063583922,2021-07-28T12:08:29Z,2021-07-28T08:08:29Z,(GMT-05:00) America/New_York,-14400,"[40.688355, -73.971012]","[40.687795, -73.970741]",,,United States,40.688355,-73.970741,1,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,g8905840,FALSE,6063583922,2.9,6,79.1,TRUE,175.8,199,FALSE,TRUE,26.5,3,0,0,FALSE,3171594,1,a5700506119,e}iwFzmnbM?IB@FKC?BHHOABDCFBJC?DHADDr@OD^FJHv@@dAN|AHjA?ZF`@?~AJj@T|DEjABl@HhAJj@D`A?r@HV@T?hADp@DZDv@EbBBPDJJ`@Hp@HjDJn@@T[`AAXKn@EHKFe@bBMNGZMJCNCp@EPc@d@EGCDC`@Mj@e@n@Ef@J?HFDT?NCBEA]hAOBa@Vg@p@GDAFBDLLC^KZODW\Of@In@Yn@[xAWh@Md@VHBDDV?Tc@lCDCA@OPGTKFKv@Od@BBENDF?VAFKJFF?BQJa@N@ZCLQ`@Ed@EJCLQh@OFKNE\D`@UbAw@~AYVYDEd@OZLLBLCTGTILEVFLD\Ab@Of@?Rw@zDE\Up@CRIHK?aAa@_@AUGc@YCGUS?GGES`@GFG`@MJ]zAAb@Ov@IjA[xB?LBPGn@OlAMt@KnAMf@CRCr@BRGVGx@Kv@W~@ARDLANGRg@p@CNBV]xACVDFFPIp@INKA}@k@iAe@YQoBu@IIYk@{@e@sAoAi@UUC[LMP{A`Hi@vBKLWGyBkAEC?MVmA~@gDr@sC?[SEg@Sc@Ma@UG@EFa@~@i@dBcAbEINM@y@i@qAo@?OP{@`AgDx@eDB[I_@IOMMKCe@Gc@H[Ai@Sw@c@kASe@Oa@ScAq@uDgAo@i@EM?SPoAASMk@?]AQIa@IKe@_@EQBi@?sB@i@Hm@FIBOBSIGw@Pe@@UCEGI}@?c@EKIcAFOFeAFa@?w@O]YSWi@_@O_AQIEGO?KPuARo@\g@Bi@{@kCGKa@]OFCTBHAEEo@?UGy@Bi@F]Co@BKLUNMx@[VAFEDSDo@@s@Di@?o@L_ADaAAYF]LIjAJHABMBe@Jo@?g@Be@BcBCgBHkA?s@Go@B[E_@GQIc@BQNOx@Dn@GnB@\FJLf@BNDTAVELI^[l@q@z@u@d@[NC|AHvAEXEZDjA@NDXR`AFn@APODy@ASBK?gAFuA@_AJ}ABcCGs@?e@RgJCm@By@EQ?SJ}ABuAAg@H_BE[@MYOr@QjAGv@Ox@CHCDEdBg@Z?NDTMR?lAKx@Oz@G|A_@pCMZIT@jB]b@?`CYt@EbAYrACnASbAUz@@t@GN@NH^I^AlBY|@[v@CJG\E`@M,2,,,,,,
65,2,Afternoon Ride,37222.3,4780,4897,286,Ride,,5697637486,garmin_push_7200875506,6060582228,2021-07-27T20:11:07Z,2021-07-27T16:11:07Z,(GMT-05:00) America/New_York,-14400,"[40.688163, -73.970819]","[40.688565, -73.970865]",,,United States,40.688163,-73.970865,23,6,0,2,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,6060582228,7.787,12.6,,TRUE,148.9,193,FALSE,TRUE,102.4,68,12,0,FALSE,3171594,1,a5697637486,_|iwFrlnbM`Di@CoC{@[SuCN_@v]eD`F{Abe@xLPXApBXdBbA|@|Ad@dD?vBu@v@s@`@qAb@Fh@mC`CSz@f@zA`CxJtHdEj@lHWjBh@vHdGjCnCdEzJxAjC|ApA~AZ~A[jAkAhB_JpB{C~AwDnAuAtA]~IF|A}@fCuC`Bm@hFj@nBOfCsBf@wCs@}EaFeKgBsLqA_EgBeCmBuA}FoBeCTqGxBgD@qQjI}EXeKbEeDvCwCpG_Ax@iCLsDbA{DmBoAK{Aj@s@pAMrCd@rB|HzGlB`AxB`@vHYvCn@dCrCzDzBlCtCrAdC|DpJ`C`BfCAz@k@v@sA`BsIjE_I`AeArAg@nJBzDgDpBoAfI^zBaA~@wAXyCo@}DaFyJaB_Ly@aDaDyEwDyB_Ds@aCLyFrB{DHmPxH_Gl@}L`FyCdEkBlEw@n@gDX}C`A_EoByAQoAf@}@nBExBj@xB~DlCdClCzEzA`H[bDj@xC|ChDjBpCtCxAnCtBnGhBfCxBjAjBM|@s@x@wAvA}HnBuC~A}D|@aAjAc@|JBtDiDnBmAxI\fBw@hAaBXeCe@sDuFcLkAeJeAoEkA{BcBgBqDuBkDk@eCRcFnByDLaQ~HwFh@cLxEkClCgCxFu@r@eIxAeF{BgBNsAnBQ|AJhBt@dBlDpBzB~BhBfAlDd@tGe@rCt@dCpCjEjCbClCxDbKnAnBfC`BjCKfBeCn@aFj@eBlBsChAyCjAsA~Ak@fJ@zAu@fCuC~Aw@rFp@`BOfBeAhAoC@}Ag@}CcFiK_BmLuAiEgBeCkByA_EgB_BQoBLiG|BgELgP|HiF`@yKjEqCjCsClGqA~@qHlA_EeB{AS{Ar@o@rAG`Cb@tBnIlHfDlAvIMfDt@hChCtEpCzB`CdAlBdCpHbAxAzB~AhBHlAk@x@mAxAeIpEsIfAmA~Ai@`JJ~@a@rEoErASxGf@jBy@x@wA`@oCYcDwF{LqAcKw@cD_AqBcBmBoCeBcFiAsBPsFtByDHiPvH{Fj@{L~EcChCmC~FcAz@sHnAeEiBsAMeA\}@tAS|B`@lC|IxHdEfAvHQtCp@vDdD`H|EdAfBvBfHzAbCbC~AlBBrBcB`AeGb@yAnBwCzAoDnAqAdAa@dJBxHwFfAM|Fh@tBw@hA}A\oC[oD}EkJk@wB}AoLmCoFcDeCsF{AmBNkG|BcD?iRnIwEXgLtE{ChDsCdG{HnBmAMwCeBuAEsAb@cBpCs@`@uDXuGc@eE|@wc@{KqDcAmEzAsN~@eYhDSl@OdJ`Eg@,2,149.5,714.6,FALSE,31,,
66,2,Afternoon Ride,37193.1,5053,5235,279,Ride,,5692316182,garmin_push_7195146210,6055046023,2021-07-26T20:43:16Z,2021-07-26T16:43:16Z,(GMT-05:00) America/New_York,-14400,"[40.688559, -73.971055]","[40.688566, -73.970892]",,,United States,40.688559,-73.970892,7,7,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,6055046023,7.361,13.7,,TRUE,131.1,163,FALSE,TRUE,102.4,69.6,1,0,FALSE,3171594,1,a5692316182,m~iwFbnnbMzCeACcBFuE^u@jV{CxFYdEmA~e@fLIvB^~BbBnA`C`@pC_@nAq@lCuF`CIz@\pAtBhDrBbClCtBlAnDh@hGe@hCn@vCzCvCvAtBlBlBvC~DbKpBlB|AZtAWnAsAh@uAbAkGpB}CvAcDlAuAdBk@bJFhAo@rCaDnAm@xI^vC{Bh@eDQiBw@gCaEmHUJeAmKeBsGkDeEqDkBcCc@eCT_GrBqDF{OpH{Ad@wDNgKdEiCvBwA|BiAdDsAfAiHhAoEkB_CBu@f@c@`AMdDr@xBtDvBpBzBdBfArCh@jIYzBz@tIbG`CjC~DdKxA~BrBzA|B?hBeBbBwI`CuDvAcD|@aAbBk@rFTvBSbAg@lE}DrAQxDl@vAIrBcA`AcBNkB_@uDg@aB{DeHgC{OcBuD_C_CgEqB{BYgCZeFlBoDBcQbIuFh@qKhEoCfCoCfGqAfAqHpAoAYsBsAkAQuA^aAtAKhDbAjC|CbBrCtCjB~@~Cb@tGY~CbAbCdCrC|A~CzCbEjKvBzCnBbA~BKbB_Ct@mFl@kBnBoCrAgDlAmAtAa@vIJlAi@nEcErAUlDf@jBCpB_AbA_BTyBs@uE}EqJaBoLy@{CkAuBqBuB}DuBuC_@iCViFpBeDDqQfI}EXgLxE}C|CuBpFeAz@wCT{C|@aEgByAQgBv@s@~A?jCb@`B`EpC`ClCxE`BnH_@hCd@lIdGbCbCzAzBpB~F`C~DlBfApBEbAo@z@}Ap@eFh@cBpBqC|CmFbBi@vI@lAk@tBaC~A_AbBO~Cj@xAEtB_AfAcBR}B]{Cg@aBiE}H{BeO{AkDmCsCiEsByBWoBReGxBcD@wQhIaF\wLbFeCnCqBfFiAfAaDRoC`AwEqBiAGsA^{@rASrCf@xBhErC`DdDtEhA`H]tCt@vHxFjCdChEjK~AnCpCbBfBG~@o@p@gAjBiJfBcCfB_EbA}@bA[vJG`Aa@|BmCdBeAdFb@hBArB_AbAaBX_Cc@aEmFwKwAmKaAsDsCcEmEaCiDk@uBRyFvBaDAoQhI_Gf@gLrEsBvB}BxFkAlAoCV_DbA{EkBwAIuAl@y@lB?hCl@fBpDfCtC`DbEpAnHShDt@rEzDnBbAlCpCxDhJpAdCvCjBtBEz@k@n@cAd@eBx@kFdBcClBgEpAoApBc@jICfAm@nC{CzAo@vHh@`CkA~@iBN{B]gC}@gCuD_HwAmKmAoEeCuDyB}AyCkAyBWaJnCgDB_RhIoETkKbEaDzCoDjHeAb@_CHmBz@y@DmCgBmBU_B\aBzCu@^wD\uGk@aE~@cUmGkSsEkJtBqc@rEWp@IzIxD_@,2,130.2,657.9,FALSE,31,,
67,2,Just joggin around,9811.2,3638,3728,71.4,Run,0,5685727753,garmin_push_7187992610,6048155411,2021-07-25T14:48:24Z,2021-07-25T10:48:24Z,(GMT-05:00) America/New_York,-14400,"[40.688389, -73.970813]","[40.68939, -73.971231]",,,United States,40.688389,-73.971231,7,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,g8905840,FALSE,6048155411,2.697,6.3,78.8,TRUE,168.4,184,FALSE,TRUE,51.8,19.7,0,0,FALSE,3171594,1,a5685727753,k}iwFrlnbMFJDCJBDGAGFEvAIJEDQBcA?s@_@gC@WCu@BIdC]~@YT@bAYh@E^KzAOh@OvBYd@KlCUNFv@ATDbBUP@bAYp@KZ_@`@SL^v@YjA`@h@HZPXB^Cb@DJNp@HRJn@Pj@Ff@\v@Nd@A`@H`@TxBp@^Bd@Jb@Rf@Pb@FvAf@r@Dd@Pb@V`BVv@^VDRRf@P\Zt@In@N^?`@QN?tEeAvCQt@F^Pn@d@JLRx@T^d@TR\\^^Pr@PXPfBtB^Xn@\bBd@\DzAC\D`@AxAS|@ExADdAb@dB~Ap@fArBbAt@p@n@`@VHn@f@r@dATVT`@L`@\z@\pA\j@Zv@Jj@L`@ZR`AhA`Ad@f@^j@Bb@Gl@Uf@y@\q@h@oCBs@XuA?]DQHu@J[j@q@nAg@Ro@FCTc@Z]b@u@l@k@`Ao@PGxAHvALn@Ep@?~AO`@O\Sd@k@l@_Av@{@n@a@j@Sx@Ax@FzAZ`@DzBETMdA_AZm@DSFuA?c@F_@Ca@EWa@yAi@o@a@w@]a@u@mAc@qAg@eBGeAQaAI_AOu@MgA[kAScA?O_@mAS]Uk@Ua@eAoAkAs@c@Gs@Y}@Su@@]I}AIc@?k@Ks@Zq@HUVOV[P_@JoACgASa@Ba@X_@`@y@R]PY@kAx@a@Nc@Fq@RoAf@gAl@q@XiATeAA}@TeAHo@Xa@Ja@Vq@V{@Tq@f@wB`Ae@^a@h@eAr@c@`@QR[n@YfAEXa@h@Yh@I^QRcARuABa@H}@h@_@NuAG]YO[UqAKQe@c@Uk@Bw@FUAKIGSPGLIH{@Vg@l@SHWRw@\kAv@q@\uAz@WVAPOPg@b@w@d@UF}ARIAKOKA_@Tw@Lw@f@u@B[Oc@A[Ya@SmAWa@MOKa@Eq@UqAk@WAYSqCi@{D{@k@[gCk@aAg@SEcAIkAi@U?]FsAa@cACWFYMSH[B}@O[BKU}@d@c@PaARQXoAZsBT[AaAHa@H_@C_@J{A@ULEHAHIF]B_CEKDCDo@Pu@Bm@HEJDh@An@HfA@z@CJLfA?^Ih@GHa@Nc@Dk@Bm@NOHuCL,2,,,,,,
68,2,Afternoon Walk,1718.7,1576,1576,0,Walk,,5680858085,garmin_push_7182887750,6043049532,2021-07-24T18:04:32Z,2021-07-24T14:04:32Z,(GMT-05:00) America/New_York,-14400,"[40.574039, -73.575357]","[40.579466, -73.557588]",,,United States,40.574039,-73.557588,0,3,2,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,6043049532,1.091,3,52.3,TRUE,105,120,FALSE,TRUE,0.2,0,0,0,FALSE,3171594,1,a5680858085,ursvF~da`MBEB?EABEM?DGCCAO?BFIE?FGAMB?FGSNBBA?NQEMKMEQMgAa@_BGG?SW{@E[KUGW?QUy@@GM]I]AK?MQk@?KA?I_@EI@GGWCYMs@YgB?YEKCCEOO}@@AK]@KSw@?EBKGEAGCEMo@DIHGGH@EQSISI_@BACA@AEI@GEOC?AMIW@ICGDKC?AF@EKUI[C?OOGOIm@ECQq@?EB?KS?GO]Ei@Mm@GOEc@GWGa@GMEYEME]@E[y@CQUo@CQIUE[GOCMWaAMs@ISE]M[WaBGOEWCIS{@AUEMEYI[ASO_AOe@WkBISEWK_@M_AMe@Ea@Oa@SqAKg@O[Oq@CUKSQ{@O[Om@GGAK,2,,,,,,
69,2,Afternoon Ride,42696.2,5521,5632,327,Ride,,5671220400,garmin_push_7172486589,6032987052,2021-07-22T20:41:23Z,2021-07-22T16:41:23Z,(GMT-05:00) America/New_York,-14400,"[40.688761, -73.971092]","[40.688615, -73.970931]",,,United States,40.688761,-73.970931,19,6,0,2,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,6032987052,7.733,13.3,,TRUE,134.3,185,FALSE,TRUE,65.2,30,2,0,FALSE,3171594,1,a5671220400,w_jwFjnnbMlDw@?}JvTmD`Ji@dDuAhf@dMRVErB\`B|ClBdCHxBs@lCsBx@eDdCCzCjDdJdHzDr@bI[hBl@lC~CnD|B~CbDbG~MtB|ArAPvA_@dAmApBgJjEeIfAmAvAk@fJFzAw@fCsCfBs@hFj@lBQbCsBh@cD_AqFgC_EqAcD_BkLsA}DyDsEaEeBoBUqBRgG|BmDBoOhHsH`A_K|D{CrCqCnGeAz@mCJgDdAqDsBmBQiAp@w@dBGpCb@bBdIbHnFbBhHe@~B\hDlDpIjHnDdJzA`CzBvA~BGrBiCrA{H|BeDhAwCrA{AfBc@|I?xGoFvI\lBw@lAkBTkCa@uCqFqLoAsJ}@sDmBiDcCwBsD_BqCQkIbCsDHgQ`ImFd@}LfFuB~BeCzFy@t@uD`@eC~@mEqBuAGgAXy@vAOxD`A~BrHvF`C`AxC`@fGg@dCr@dJlHdBjBhAnBdCrHfA~AzBzAdCCtBcCpAyHxBcDvCoFpAe@pJG|HqFdI`@xBkAx@yAPoBe@_EkFwKqCsP{B}DmAgA{DmByB[gCRgGvBsCCyQvI}ERkLpEyC|CaCvFgA|@eDTiC~@oEoB{BFuA`BQrDz@vBhHvFhBbArDf@dGe@tCt@fClChEdCzB`CdBhDjB`GrArBzBrAxBGnBwBxAgInBsCzAsDhAqAjA_@jJ?vAs@`CuChBu@bI`@vBeAfAwBLqBa@_DqFcLuAoKyAeFkBmCgCcByFyAkBNgGzBuDFyQhI_ERkLpEaCrB{C~GuAhAaHlAwEsByBD_BrBKrDdAxBtJjHrDl@hHWrC`AxHbGdChChDvIrBjDvBtA~BCjBmBvA{HjCiEfCyEtAi@hJ?hHuFrJLbBy@fA_BRsCu@iEwEmJ}AoKcAwDwCoE{CkBmEaAwBLiG|BsCAoQjI{Ff@sL|EqBtB}BtFgAhA_IzAqEyBsABeB~@k@dBAxBb@fB|DjChCtCfEpA|HUvDx@tCvCrCbB~CjDtGvNbCxA~BKrBkCpAwHvEgIjAmAlA_@nJDdGiFbBWhGj@vBeAbAkBP}Be@sDgFiLiCaPuAwCuA}AgCuAeFeAqBP}FvBgD@_QfIoF^uKhEkBzA}DtIw@h@{ItA_EsBaAGwAd@eAvBIbCb@lBhDvBbDhDfEzAfI[rCn@xHbGxBxB~EnKhB~CtBnAzBElA_An@uAtAuHrBuCxAoDjAiAlA_@nJIbAc@nFaEfIXxBmA`AsBHsB_@eDoF}L}AyKgAwDwDsEwEoBwBOuIfC}DJcQlIgEJqKlEeDhCmEfIkD`@uB~@sFmBmAK}Ad@{ApCq@^uE\}Fg@eE`Ami@aN{Av@ml@tGq@jK\VbDo@,2,144.5,798,FALSE,27,,
70,2,Losing track of time,9981.7,3197,3364,136.4,Run,0,5665792714,garmin_push_7166610461,6027329004,2021-07-21T20:50:48Z,2021-07-21T16:50:48Z,(GMT-05:00) America/New_York,-14400,"[40.688713, -73.971076]","[40.687779, -73.97082]",,,United States,40.688713,-73.97082,14,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,g8905840,FALSE,6027329004,3.122,14.6,78.3,TRUE,175.1,193,FALSE,TRUE,75.3,-118.9,6,0,FALSE,3171594,1,a5665792714,m_jwFfnnbMKCIFIPKMBEKE_AHSNUvC?h@Qp@@RAr@DL?\]x@Kt@AhDJrA@n@EhB@p@G^@d@Ej@Hr@?bAD\O`BG`DG`@Ad@?rBKr@T\BR@n@NzAGV@PAHSb@_@h@k@NW@FN]LBMEAL[j@aDJ]XBVGh@m@?BOFDKACG?i@Zw@n@WdAYj@QJaC`EcAx@mBl@YBo@@c@\wAn@oAJKQ?XUd@_@Lq@n@mBd@q@JeDtBIJMZIn@@rBCX?fBCPKPIXDd@Pf@MxBJv@@h@Ed@SPD`@FFARGV?TB@i@NcAKMMi@Hs@?c@E{CBsFMaATs@f@_@b@Yl@oBbDsAfBkAlBi@n@k@`AkEhF]Z}@zA}AdBYf@UN}BpDcCbDw@lAkA|AeAhAs@|@eAxA[j@QHc@h@{@xAwAdBi@z@sA`BoBvCkAlB{AhBkAzAa@p@_DdEeBxBOLi@Pg@?MCMO?BPBCKGIcA]q@q@OWa@kAo@oAkA}Ai@a@iAs@_A[]ScAiAeA[WUo@Qm@]KKQGISyAi@CIQU_@QEKE[HwADAHuAV}ANo@Ra@Fw@A_@BUT}@lBeG|@i@~@N@ECQDS~BmCx@q@pB_An@_@f@M`Bw@d@Ov@c@d@GT@bAW~@_@j@_@^KvBgAt@Sv@g@n@Qj@_@\GbBs@`AUlAq@b@Qt@g@\C^U|@MXQbBo@hAo@^_@l@[NAd@Up@QhAO|@aAdAc@fAo@h@Qv@o@r@_@b@[j@ShAo@lA}@b@Qb@_@dCgATEf@g@RKx@Kx@_@t@C`As@~@Or@FVNr@JpBKNJp@NlBDh@EvALNe@FgAH]BaAFW?i@DWBk@Cu@D[GW?a@KK?WBE?Ej@Ep@a@LS\Kh@Y`@Cj@H^?AODO\[j@YXCfA]PATOB{@Qk@C]Dc@@}@FKF_@@[Aa@@o@E_@Fu@Ce@FmAEOCq@Po@Fq@Cs@E[Bg@Gq@Ha@HgALUPOFyBBS^a@hA}@X_@h@_AV[nBsD@KCOe@m@EKBId@e@~AMVHd@XbAPhB@NCNWT}@A{@Bk@Ae@Lm@To@D]R_E@mBHi@HEl@K~AMfEq@,2,,,,,,
71,2,Morning Ride,37292.4,4758,4899,278,Ride,,5657397950,garmin_push_7157536591,6018599983,2021-07-20T11:12:31Z,2021-07-20T07:12:31Z,(GMT-05:00) America/New_York,-14400,"[40.688379, -73.970907]","[40.688586, -73.970858]",,,United States,40.688379,-73.970858,12,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,6018599983,7.838,14.5,,TRUE,134.7,176,FALSE,TRUE,100.6,65,1,0,FALSE,3171594,1,a5657397950,i}iwFdmnbMdC_@WeIP]|HuBtQuA`I{Abe@zLIxBl@bCbCrAhCNhCm@xAmAbAoDdDc@dAf@xAjCnJfHjEp@bH_@vBl@|HjGbCdClArBxE~KfBnApARvAYbAeAr@{Bt@oF|BoDlA{CrA{AxAa@rFTzBSlAo@tCcDbBo@`Fp@jBMhCoBl@kDgAkF}E}I{AeL}A{EkBcCiBuAgDsAmBQmBLyFzBoDF{QjIyET}KnEeEtEsA~DeA`AyHnAmEmBcBOgAh@u@nBEvBd@|BnExCbClCvDjAfKOrBl@jC|CjDlBtCxCvArChBvFzA|BfBnApBDx@_@bAoAfBeJvBaDxAkDjAqA`B]tIDrAm@rEgEvIXhBs@nAgBTiCo@_EcFoJqCyPiDkFuEiCqCc@aCP_GnBcDB{OpHkGl@kMjFuDvEiAhDaA~@wHvA{GcCy@RoAfBMnD\zAp@z@pH~F`Bz@vC\vHg@vBn@`CtClDnBrC~CxDbJ|ArC|B`BpBBxBqBbByIlBuCdBaEhAiA`Ba@nID|As@hEaE`AQnGn@`C_AlAiBPsBa@}C_EoH}@yBwAsKw@yCkAeCeBoBcE}B{Ci@wBNyFzBgDCwPdI_Gh@iLtE}DpEoAtDeAbA_DTiC`AwHeCmAf@k@bAU`E^|Ap@v@|CfBbChChBz@pD`@xG[fB`@nCzCnDpBfCfCrApBhCjHnArBpBzA~BBdAi@r@iAtA_I~BoD|AwD~@aA~Ag@`JBfAc@fCqC|A}@bI^tBy@pAeBTwB]mD}@eCqDoGyBgOqCsFoDkCiEoAcDR}FrB_D@eQdIsFb@_M`F{BlCyBrFcA|@sCJkDbAkEwBmAOaAZaA`BUfBf@vDzDlCbCjCtEzAjHYnCb@nDlDpDlB`C`C`BrCnB|FxA`CfBrAvBNfAc@v@eArBmJpBwClA}C|A}AxAa@pIBlAi@lEaEnAQlGd@tBw@hA}AZoCg@sDcF_KkC_Pm@gBaB}B}C_CsEoAqCJaGxBeD?}OrHqBj@oDJ_LtEqBnBuAvBkAdDgAbAaIfAgEmB}AKu@^s@lAY`BBvARjAj@~@zCfBvEbEfDf@dISrBj@xC`D|D~B~CrD~CpIpAvBtBzAnBHdA_@|@mA`AaGd@aBnBuCbByDfAeAtAa@lILbBs@tEiErAOnFp@bC_AbAuA`@_Da@kDwE_JoCsO_AqCqAiBwCeCkF}AwCP{FzBsDFkQfIsER_MbFwBbCmCdG{@r@cInAgEeBeBMsAt@sAhCeDp@gIe@_EjAoi@oN_HfBuKn@}Z~D@dKxCOh@_@,2,143.4,682.3,FALSE,25,,
72,2,Afternoon Activity,896.5,2120,2120,0,WeightTraining,,5654521392,garmin_push_7154439598,6015609536,2021-07-19T20:37:00Z,2021-07-19T15:37:00Z,(GMT-06:00) America/Chicago,-18000,[],[],,,United States,,,0,0,0,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,6015609536,0.423,1.9,58,TRUE,87.2,127,FALSE,TRUE,,,0,0,FALSE,3171594,1,a5654521392,,2,,,,,,
73,2,Forgot how much fun the park trail is,5610.3,1961,1961,64.8,Run,0,5647296147,garmin_push_7146537578,6008065942,2021-07-18T12:44:16Z,2021-07-18T08:44:16Z,(GMT-05:00) America/New_York,-14400,"[40.688511, -73.971157]","[40.688728, -73.971009]",,,United States,40.688511,-73.971009,0,3,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,g8905958,FALSE,6008065942,2.861,5.6,78.2,TRUE,171.1,189,FALSE,TRUE,25,13.3,0,0,FALSE,3171594,1,a5647296147,e~iwFvnnbM?MECCB@SCAKBCCO^A?]TO@IDuAJIDKj@CpAMr@C|@S`C[~@ILOBYOi@Bm@JWByA\y@f@]K[@q@GQ@a@HiAL[FGDELEXOZG@QQIDELAT?z@G~@@t@DVLTNh@FJLJh@RXVPLd@r@LZGxAV\NDJCf@@NHb@J\AVMXGZKNIh@K^?ZGh@ENGNOFKDc@BcBCyABUEg@[}AA_@@WLc@TWDQDiAAUO]c@_@CAi@@k@Ji@DWFm@TWR_@RQAYG[@[ISAuBX[JGHMb@MTYII@CDMz@@x@E`@JfABLNTBXRZTRTFd@b@b@h@\h@@NCdALZVLLAd@@NHHAd@HLEf@_@`@u@M^?HDHPFVKx@Q\ERIVCd@UHOFuABGCg@CSB{@Gm@c@aC@SDSPk@RYFQDkAK_@AUGG_@Qa@BgAPg@F}@Z{@f@IB{@?w@Kw@FaANODGFEHCVOXE?OMKDGd@E`AM~@@f@F^X~@JPJLTHVT`@T^d@FNPRB\C~@HLTPLBLARBNALHd@HZMLOLG`@k@@B?FGRDDh@I~@CX@RC`@OVUHQHcBCe@@q@I}A[wB?YTq@VYB]J]D]CSEO_@]WMIAa@B{@Nc@Bc@JWHSJa@\MB]C_@@[K]AkANi@LQFMHCHAPYb@C?OKG@Qn@CR@l@Ej@JdAPZVv@NLPF\XRJXXZf@DLBJCfAT`@THVCZ@LDj@HVANGb@Gd@Q^Kh@E`@DHAVITONQBI@m@Hi@Ag@Ci@@g@Gy@YoB?YBYL]DMRUDQFiAUu@?GF[^s@HWFu@Hc@F{AJg@@gACq@BWDIh@Av@Sn@G,2,,,,,,
