,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,average_temp,weighted_average_watts,max_watts
96,2,Morning Activity,832.1,2531,2531,0,WeightTraining,,5468156972,garmin_push_6956550624,5821294387,2021-06-14T12:10:16Z,2021-06-14T07:10:16Z,(GMT-06:00) America/Chicago,-18000,[],[],,,United States,,,0,1,2,1,0,TRUE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,5821294387,0.329,1.8,55.5,TRUE,106.8,160,FALSE,TRUE,,,0,0,FALSE,3171594,1,a5468156972,,2,,,,,,
97,2,"“Some gravel, some hills” with Ben Noodle",66245.9,10212,10547,1460,Ride,10,5458514747,garmin_push_6946485217,5811219887,2021-06-12T14:31:50Z,2021-06-12T10:31:50Z,(GMT-05:00) America/New_York,-14400,"[41.418426, -73.95223]","[41.418352, -73.952358]",,,United States,41.418426,-73.952358,6,10,0,2,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,5811219887,6.487,18.3,,TRUE,153.1,190,FALSE,TRUE,339.6,23.2,4,0,FALSE,3171594,1,a5458514747,cpx{FlxjbMjCuFb@aFe@cEiD}Jc@eM~EmWvBkFnF{DbTgFzJ{JpUyAvDgExIPwDqSp@o@hAz@oAaAY|B[Qg@_LdHqV|CiEk\yRg@cAr@{AbHh@|PtG|]lDlMpHdGDrF~E~Cp@lKzG\nB[vAuDnEq@fCb@hAlDhAlLTzRlEA{FpBaOfCiGg@qDoDeBmFcKi@eR?uOuCuGeIsJReUnCwE|@qFwB{QoGwE{T{GcHeK{Gl@OsCsCoDHyKwAeFiK_JEsErAuKxDb@bCiBEcNkGcNfBwRkBmG}C}DwBeGjEaXaA{DeJ_JVmDsFf@mT{B_WlG{JgIoHkAeCkE{DeBiFkF{G@qIhDeIm@mLgEeDdAkKm@eGnAcCwFMkIo@cClAkAGkCdD{CDiByFsNH_E|AsAAyAuA}D}BmAoB}Cl@kEsFeLHiCaBiLxBmApELtBgE~HgCfFjC|EfFrLnEfAq@VyBpPkBzCtDmCgDE}KfCiIjCc@rH_G|IjCrJj@bJlFjGnATmN~@mNvCuVEsHyA}J|BaArJf@vHcCcCuGY}KjC{Jj@mGm@{Dd@aJ`BmCX}ErB}GToM{C{QgPcNqAsCqA}IbAe`@yLwFuCaDuFdCkK`PgNhGqSUsL`BoIy@qKqEcMeNiFK_I_D}GJwIs@{C_GsEqBkDiIsDkBcGgMeW_B_K_K{@cLoJwEuIyMnAaRGyJoAsC{@yJuKoYoDeRF}FxA{D`BuMiD{E{GZeDkA}AuBSuEnBaGHoCkEcO}CwBaPhXQpHuBnBoChGJzH{A~AqDm@cLtJcBzE]rG}FdAcDxCsJlA}AhB_Dd@aEmH{E?_@fNoBnEMbHjApCjQlSlFjNObDiEz@qLyI_H_@kG{C{FcF[oGoB_DcGqAgOCpJpSr@jTcAjMsHrQcBzOnChQ|IzQxDjOx@jObFxIhSvS~EdI`GtRhBbYrI`OxLrMtMdR|FdCdUbC~F~EdEpGxKnYR`TzB`PxEbKvPtThJrb@`Npb@xGvMlUxThK~O`PCxNiCdK~Az@pLhFpEpLzV@lE`A~EQ|DvDxEi@bLs@zBPlBnBrCnF\hDfBjHzGnC|EhDtBBnAeBrB_@lMZzFzDtJbC`B^pAiBnH]~IxBlHhF`IWpHl@|G~RzGp@lFe@vNrCgA~CqHtAkHnE~@la@sSn\cM|_@yDlGdKtTrGxFbDx@fB~A~OiApG}CMgBjA{JxSyX`K{PtCgNc@sNhHsDd@aR_DuBcBkEaIgJgBdGfI`CnWtK`LvWzNmDdF}GxULpJnErRqCr@_E{@}DvEuUnAgKrJqS~EwFzDyBlFiFxXj@tLjDzJd@zDSrDaC`I,2,168.6,1721.8,FALSE,18,,
98,2,Morning Ride,36981.7,4990,5221,264,Ride,,5451665981,garmin_push_6939315482,5804090311,2021-06-11T11:22:11Z,2021-06-11T07:22:11Z,(GMT-05:00) America/New_York,-14400,"[40.688501, -73.970895]","[40.688699, -73.97084]",,,United States,40.688501,-73.97084,0,6,0,3,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,5804090311,7.411,12.9,,TRUE,126.4,161,FALSE,TRUE,26.4,-7.6,0,0,FALSE,3171594,1,a5451665981,c~iwFbmnbMrCYGqJ~Be@~ARbR}CjJ_DNhB^AKRRL`@]vFRvTnHnF~@OrCb@zAdA~@xBp@bCNdAc@nBkB?g@~@oAXiA~BOlAd@vA~BzDfCjElDfDn@vG[xBZlDlDnI|GxAnCbDdI~BfBpBHjBuAt@oBf@gEh@_BbByBxCoF~Ai@|FPzB[t@]|BwClBcAbFx@bCW~AcAbAgBR{BYeC_AqCaCcD_AyBcAeJy@_EmBqDcCwBwDmBeDWeBTiFvBaDAwOnHiHr@iLvEkCxCuBhF}@jAaDT_DdA_EgBmBS{A|@e@vAExAXnBbJpI|EzAtHMhC\pC~CnDlBvCzCvEtKfA`BpBvAhBBpBuAt@wB`AyFhBoClBmEdAaA|@YjFVlCYdG{E`BSbGb@|BeAv@mAZ}C_@eEy@sByAaBoAkDcAyIgAmFkAuB_B_BoFsCwCWaCZoEnBuDBeObHuAb@gEJyKjEaExD_BnEkAxAaIpAkDyAeBQcBt@u@zAE`Cd@jBpEjDhCpCvEnA~HSnBb@`BnB`GxDdDjDrDlJrAjB~AbAdC@hBgB|AeIdC_EdAqCpAwAdBa@tICxDaDlBgAnAMrFj@xBw@lAaBX{C[eDyCkG_B{DcBoMoAgDqAcBkFwCwCg@iDVuEhBgD@mQdIoF^kL~EeBbBaDzGkAhAuCP{CdAmG{B}Ab@_A~ASbBXxB|@vAvGpF|BfAzBZjG_@pCh@|ClDnC~AzDvDvGzMjCdBpBKbAq@t@wAx@mFj@cBpBoCtAeDlAqAnAWlJUpE{DhBo@nHf@bCcAfAsBNsBWcCcEsImA}Ck@cGmBoHaBoCqBaBgDsAeCYeCNgFzBsDBePpH{Gf@_KrE}BdByAhCiAnDy@t@cIzAmEqBuBFcAz@e@rA@`Dv@lBbDrBbFjEtCd@nH]nB\nC~CjCtApFbF|EfL`B`BbBf@jBUfAgAl@aBbAkGhGgKfBu@xFNrB]vE_ElBu@|Eh@|BS`CyBd@kCi@eEeFgJg@sBy@oIyAkEiBoCiBsAiCsAgCa@sC\kFnBaEB_PvHuFb@wLjF}CnCwBnFcAt@eHtAsEeBaC@{AfBI~C~@`ClHvG~@d@nEp@nH]tAZhDdEjClAhEfErCjHxBxD~AhAzC?t@e@|@{Al@wEl@oBxGkK|Aa@pIOzAo@pFwD~HJxAk@`BaCH}Bg@aDoFmK}AkLqAeEoCqDeFkCyAYaDTsFvByDBsP`IyE`@uG|B{DrBqChCm@v@a@bDk@x@gHhBmFiBmAMyCjAKt@w@~@sBh@eJa@wE|@ii@aN}IlBac@bFoA|EMvC`@VdCs@,2,138,688.5,FALSE,18,,
99,2,Focusing on form,7458.6,2597,2717,41.2,Run,0,5446305492,garmin_push_6933643560,5798499670,2021-06-10T11:57:00Z,2021-06-10T07:57:00Z,(GMT-05:00) America/New_York,-14400,"[40.688444, -73.970981]","[40.688748, -73.970889]",,,United States,40.688444,-73.970889,3,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,g8905840,FALSE,5798499670,2.872,6,75.9,TRUE,172.6,189,FALSE,TRUE,26.4,3,1,0,FALSE,3171594,1,a5446305492,w}iwFtmnbMAADZ@??UHI@JRQF@ES^D^CXDFHFl@TdAD`@AZJrAC`@Dl@Tp@HpA@x@I|@PxBFpBPbB?ZL`BFtA@x@JdC@nACTJ|@CRFDDd@Lb@BTNZDl@BnA[`AAPKf@UhBEb@?ZGT?VET_@n@g@j@Yd@@`@CZ]l@Ib@MNQt@GFGJGh@Yt@Yh@Kh@S`@CX@JMl@G~@]zAOb@OXK^CVOf@CTGRUnAMTKb@Yt@KTKJI\S\Of@OT@NIV]v@i@`AQbBRTNBAJMTK\[f@YV[PAHW\Ch@EN]XADKH?FORAFh@f@L`@]`AOv@MZEf@Sz@Ch@ET?TGRGDSCu@Q[@WFSAEIQE[D_@CQKDSI@OXCROb@Kx@ANFRCXCLMLEPCf@@x@I|@G\AVe@tCIn@@^Ov@?ZM\QjACh@StAC^G\E^BFAJKX?NS^AP?b@EL[DOAQDQLMDk@Do@WQAEI@_@EIcANuA[OGBQu@[oAmAYQW?i@NQ?cAg@m@Ik@SMMm@gAk@q@Ua@WQMAq@RUA[Ge@WOUQ]QM]G]JU?u@Yo@a@g@MmASmBsAyAk@eBc@c@_@E_@Hw@Ac@M]Ik@ISBKAIe@s@EOHgBCg@K]@a@BSMi@FSIIg@LU@QCEKAc@GmA?aABUAqAG_AIe@Fi@?YHk@EeBH}@@a@AO?GHMCAJG?OJSROECDCDFXSCED?AIVWR]BMMICITi@AIDYGK?QD[GQBGIc@IOAK?UBUC]N_@DEAGHWDsAPg@F]Cg@F_@AGII@OLa@Bc@Rc@@SAI@UXqAAi@EQEYGUAW@G@?b@JPUPAFG@UFOD]Lc@AoABa@Eq@@SHOBAV?\Qb@Mn@YPC|@u@d@o@l@e@h@G|@@\HtABb@Hv@Wr@J\AbABHDBCB_@DM?[EEDw@DKEE?GL[BYAOBw@Cc@DOH}AI}D@w@L}@FuAEyAK[@_AJyCDa@CACOJ{@?wAJu@EWGIEMAa@^OvBU`@Mp@Br@Y`A@VWXEPKd@B`AGNFP?TKd@GlAIbBa@RKV@TF`@?d@Wx@Ed@Ih@Bx@Kb@An@On@A^Wf@E|@Uv@YN?DEp@IzAEJBh@ENADGJCf@?j@E\Mv@M,2,,,,,,
100,2,Feeling human again,36960.2,4813,4903,251,Ride,10,5440471039,garmin_push_6927592586,5792422265,2021-06-09T11:19:45Z,2021-06-09T07:19:45Z,(GMT-05:00) America/New_York,-14400,"[40.688446, -73.97084]","[40.688058, -73.971143]",,,United States,40.688446,-73.971143,9,11,0,3,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,5792422265,7.679,15.1,,TRUE,131.7,168,FALSE,TRUE,37.4,3.6,2,0,FALSE,3171594,1,a5440471039,w}iwFvlnbMj@VjASGqAb@_B]eETs@pGeA`Mu@~M_C|IfB`[vIBlC`@fBhAfAjCp@hDYrBsBF_AjAuBvBSnAZjCnDzBnAbF`E|Cr@hHa@~C`A`AlApFjDfCtCfFzLx@jAdBnA`BJdA[hAsAj@oBj@uExGaLrAo@rJf@bDmDvAeArBSlBt@tCAzB_BfAoBNiCWqDeFsJgBeMaAyCkEsFqC_BkCo@cDPyFtBmC?wPvH_G`@_LbE_ElEaBzE}@|@eDVyC`A}GwB{Ab@s@rAMbCl@jCnExClBvBxFfBhHUhCd@lCzChEfCtB|BxAbClCdHlAdBzBvApBEt@e@dAkBj@yEx@wBbB_CfBaEhAaApASvI`@l@WvBiChCkAlJArA{@bAqBR}CUyCiFqJq@_Di@qGeBqFuFgFoCmAgBSiCZgFrBaDEgStI}DH{GzBsDnBgCrDaBpE}@z@qCNqDdAeEgB}BGiA~@[~@C|Ct@rBrIbHrEbAfIOzBj@fCfDvDlBzCbDjEdKtApB~BpApBQ|@q@p@uApAuHhBgClBaEdAcArBa@vHRbHkFlBUlFZxBgA`AaBPyAQoFkFkJg@cCc@eGcAiEsAgC{A}AyGcDyC@qH`CcELoOlHgGd@uEzAgFrCeB~A_BvB}@fD}@v@eCPmDdAgEeBuAGsA^_AjBAtBb@rBf@t@jDpBxBbClE|AbHQxDt@hAfBdFhChElEbC~GxAnCxCtBnBCrBgBfBwIrB{CbB}D`A{@|A_@~H\jE{D~AcArAWhGh@xB_Av@kAb@eD_@mDeAmC_EqHuAoMmAwCaB}BqFoCwB_@}CNyFxBiD@}P|H_Gh@_MlF{CnD_BdEi@h@kIfBeG{BwA^aArAO`Cp@xC|H~GzCjArEZ`GB~BrCbDxAxGlGnCzGfBpCjBpApBD~@e@bA{AfBuIxEoIt@q@rBc@rEf@fBWlFyEtAi@rFp@hAKxBmAvAiCH{BU{A{A{DmBkCsAoD_CsNwAwCmDcDsD}A_EE_GzBaEFeQfIgFLuL`GaDrDqAvDiA~@qBF{DnAyEoB_CLq@l@g@lACvCfAjCzI`HrEv@dHc@rBr@xBxCxCtA|DnD|@jAjErKjB`BnA^lB[nAuAp@oBNqC^qA~BsDdAiCzAeBbAa@lJE~As@nEuDrG\nBU~BkBh@uCm@yE}DgHu@yBeBgMyAmD{AoBaDsBgFkAwBTmFtBgEHsPfIwEL{GbCgHxE_DvHwD`@iCbAs@@sDeBoAOgBj@eAxBs@d@cC\{I[mD~@uZwHqDyAkJaB_FnB_b@dF]x@@tItCP,2,147,707.5,FALSE,25,,
101,2,Z2 - still recovering from heat exhaustion ,42425.9,5482,5694,287,Ride,10,5434615566,garmin_push_6921486677,5786307775,2021-06-08T11:08:18Z,2021-06-08T07:08:18Z,(GMT-05:00) America/New_York,-14400,"[40.688452, -73.970885]","[40.68858, -73.970929]",,,United States,40.688452,-73.970929,9,5,0,2,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,5786307775,7.739,14.4,,TRUE,132.5,163,FALSE,TRUE,23,-12,2,0,FALSE,3171594,1,a5434615566,y}iwF`mnbMdCCK_Ci@w@FmAXq@tBgA|OkBpCcAfH[d@o@`CQbHvAnFrBhT~EIjCZdA|AxAtBl@pBHtBs@v@o@fBiEtCYzD|DlIjGlCl@~Ld@tMzJdHtOvB|AnBJtBkBnBiJzGkKrAg@vI^hAi@hFsErJB`BcAx@uARyCa@cDaEuHoBoLqAwFwCmEsDwB}DaAkCPsFrBcDDoQbIeF`@}JzDeFrEuAnEw@v@cI|AsEaBcBK_Bt@q@tALdDj@~A`J~HtEdApFD|Cj@bIpEdF`FrDdJlAfBhBjA|BBbAk@x@yAdByI~EqIbAy@x@YxJXdGgFjBSzFb@dBs@|@_Bd@uEWmCgFqJiAsJgAuEiBcDmBiBgEoBiC]iJfCgDB{NpGeIfA_MrF}CzCyAtE}@~@cIzAmGsB}Ad@{@rAKjCd@tBhJ`IjEhAnIMxCr@nBbCbEdClBpBjHlOzB|ArBDpBaBbBwItBsChBeElAqAbMQrGoFrIt@nBsA~@yA\wD_@sCiFmJqB{NaBgEuAeB}CwB}DoA}CN}FvBeD?sQbIoFRoKvDqChCsCrHgA`A_I|@cGiBsA`@u@|@]xCf@fCnE|CvBjC~EfB`Ia@vCn@jCvCpDxBvCxCvDnJzAbCjBrAlCF`CoC|AqIlG{JtB]jHRhGgElKSzAw@~@{ATgDI{Dc@{AwDeGkCsPqAwCqByBwCeBcEaAyCTmFtBkDB}P~HcGVeKhE_EdEwBrF_Aj@wHlAiDcBkBQiBfAWn@OrBXlChIvGtEpB|CRpE[hB^~ChDzHzFtE|KdA`BbC~AzBIhBaBhBuIlGeKbBk@xFFzB_@fHaF~HXfBu@hAcBZ}C[yDyEaI}@{D_BgNuCkDaDmBgFiAcCReFlBeEJgPlHeHx@uKvEwC`DmCdGs@d@gCF_DhA}DmBwAO{A~@k@tA@dDf@tA|EbDnBvBhFzAzHSzBl@hCdDnCvAhD`DnAvBnEhKbCxAhBEzBwB`BoIjG_KnAi@tJSdIeF`IPbC{Az@wBUuF}FwLsAmKaBkF_A{AoCuBoGkBiCT_FtByELoP~H_FZ_KzDwD`DiCbGgAbAqHrAeFqB{BPyAbABxD|@hCpJzHbDx@rH]rBd@vNnL|FvMvBnB~ATbBi@lAgBdBsIfG{JhBm@fJAtGuFnG`@jBSpBoAh@mAToBo@}EgCyDkBkEiA{J}AkF{AgCuBuAmD{A}BUyBTyFvBoDBiQlIoEJyFjBqF~CuA`B{B`Gm@p@iI~AmHaC{Av@iAzBu@`@kD`@oIWgCv@ai@iN}E`@gDdBe[~BoGrAW^KbJxD[,2,147.1,806.5,FALSE,27,,
102,2,90 degree death march ,119394,17269,18535,1160,Ride,10,5426098619,garmin_push_6912437936,5777425896,2021-06-06T12:57:04Z,2021-06-06T08:57:04Z,(GMT-05:00) America/New_York,-14400,"[40.68844, -73.970987]","[40.688622, -73.970881]",,,United States,40.68844,-73.970881,31,12,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,5777425896,6.914,16.9,,TRUE,153.8,195,FALSE,TRUE,152.6,-30.8,7,0,FALSE,3171594,1,a5426098619,w}iwFtmnbMzCw@JaBu_AfHr@_g@oA}MmGuAoE^cQxTwEnEqBvAqKfDgWMg`@qMcp@ur@eS{Bgm@tFgBmb@iQbAa_AaUrCs]uTgMj@{H}Unq@mMfP{Inj@mG`Io@vIeBdDnBqCyB_FmBvCkGpX_H`NiGdXtApAa@zAwD{AmInBeFu@{DiHaLoMsLHoGkJ_QuE{PiOeBmQa^uUmRl@_N_McMeAaEsGkBfBxAnGgAnBeKyGsGbEqWiPij@|Ag^}Xku@yW}OuJut@mSeKbAw]qDsBx@wCdLoJoEwEp@F}BcH}BeBhJ}Ca@WbBlAb@_Cb@qDjVaTnnB_a@aO_K{H}m@lmAfJeSqKaLuCtB_LqKTiEoHkHkCp@iP_N_MqNyAgL}D}GqIzM{_@o[oQv\_r@ea@ar@qXeV`BqKeFeShb@gQfOmNjYwp@aMcL_KoMdV_G}JqF}Bw_@jEuHr^y]aFii@LeJrCuJ_BcaAst@kLaVmTgU_e@oKo]ie@a]kOoRoEsTaS{`D}Mgg@aT_KdGaDQkBhGsE~DcC\aB_EsFSi[|C}GfE_EhQoH|I^|KuD|G[bKmKpWaFpIyPxAcAcEiQeBcKuG}HNuZdNk`@jYeG~@mm@gMfBoSsEyOeTr@qA_HiNiVyIqHhAmBfEVzHmPx@sGdQjCrCaGjIsDnFdF`DtKbImA|F_L]eFtAsGuFuBo}@rB_\tIc_@Y|AeDnF{c@aEs@V{@xE~Azd@c@tBaI|T|DxBsHfTcAfYlIzrBqEdz@cNdLeFxUuA`NzPdDyBdM`NtQyHdLf@bHiH~l@sMnOuHzXuAfDe\lE{BpEZbDiHpAnFbT_Ad@bRd]nHrKvP~FbDpm@kRz^zGpZ}@fp@rNrg@lS~g@~FjYjKhcAtAjY~RxiAxVnPxN|LjQjJ~Ed]eBr\}KdQlArO|Kp[dIpNfLvN~CpTpP~e@|RrQdTjHjAvE_H~^jJ~XpP|YlD`VpRgFhLnDjErGoKvHvHbc@~OlVswBxBwNrBQaA[TaB|Bd@@|BlIxBdHcA`KxB`BmCpBP`GgOr]x@fIn@nr@tRvMpI|u@fXl]zWvj@aAvVtPw@rLbAfBrCDfCyFzHq@|D`KfFbEbCpIvKfGnDnGjH~@xC`JdEpEbPEtJnLzJ~ApQdXbNXzBtB~DgIhAeVnEuKlFfCt@gAvTwr@rf@f[nDqK_BfCJjAzCcFpQ_p@pc@qpA{BzEdVlR_Bj\n_AdThTsAnBpa@`j@qEjSdCxU`WD_CnD~JrR|Qrb@`OjW]bNkE`NwUjMcGjH`BpAxNkArm@~y@wK,2,135.3,2336.2,FALSE,36,,
103,2,Rain run,5232,1731,1825,47.5,Run,0,5406525676,garmin_push_6892532755,5756907508,2021-06-03T13:17:36Z,2021-06-03T09:17:36Z,(GMT-05:00) America/New_York,-14400,"[40.688548, -73.970906]","[40.693258, -73.975768]",,,United States,40.688548,-73.975768,0,5,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,g8905840,FALSE,5756907508,3.023,5.9,77.6,TRUE,173.6,192,FALSE,TRUE,26.3,5.4,0,0,FALSE,3171594,1,a5406525676,k~iwFdmnbMFD[]HZ@PCCKBIDD?EAGHSAKE?FMDCFODQA[FQHEHIf@I`AATKl@CxCBNIvABv@BJBh@I`@SPER@`BA~@Gf@I\Ar@CV@h@Ed@DbBHx@AV@T[hEFj@C\Bx@AfABj@AJIJ?HBHT\LV?LBFAD@DKP?NFX?FHTBRSx@?|BAPILGb@@XFf@HX?\KX@\Cn@Od@Gp@_@bAIJERKP?p@CNOf@AXWAEB]n@Gj@?`@ET?ZGZE`@Qx@OXMf@Wd@?Ri@v@GNK^AF@BENUr@EBOn@KLDPCZ[j@Cf@I^?Bi@EUd@c@j@BXKLk@^SFc@Za@PMLGJUNW\G^E|@?XCHDb@JLFN@VIXGH?\Gj@Qd@GFIZa@LIHM`@Kl@O\EXYl@Mv@EBOPOx@E`@I@Md@Gh@Ep@[bCMh@G@?HI`@MZGFYbC?X]p@AVGZAl@G@KPI`@IFM?s@OyB}@aAY{@[OEi@Y_AUOI[ISMSEq@Ym@OSMg@Qo@OUKg@_@CMFa@?KIUDOFCTA\HN@^LXATMFGAILWBOPa@DCDSFc@?g@DGFU@c@DCBWd@{@N_AFMF]Fq@?{@DA\w@@UAOPq@NYJm@JOJ[JGTCj@BPEZAZEDI?c@HQJEr@MBADKJoAHMCK?w@Fg@Ni@@MCe@B[?m@FULMJANBFABG@QGwAEIQUH]Do@Ay@IYHIB_@BCFDAA@q@Qc@YY?GOM?ODE?GJUJa@A]F[Bc@Ce@POBIF_AAi@TyBCu@SgA@[CAJG@EJI@GAu@Eu@?ODOCUD@Ui@GsA?WL[BWGiAQk@E]BWH_@JSTQh@I|@Ct@Ol@C`@Mf@U^_@jAwANK`@QB[?{ADGNKR_@BKFEGOAi@B[BiAEgA?}@JiC@kA,2,,,,,,
104,2,Weeknight river road hustle ,78104.8,10761,11627,781,Ride,10,5403580831,garmin_push_6889396704,5753826679,2021-06-02T20:04:12Z,2021-06-02T16:04:12Z,(GMT-05:00) America/New_York,-14400,"[40.687851, -73.970815]","[40.688467, -73.970934]",,,United States,40.687851,-73.970934,76,4,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,5753826679,7.258,16.3,,TRUE,148.1,188,FALSE,TRUE,127.6,-23.4,37,0,FALSE,3171594,1,a5403580831,aziwFrlnbMo@`@|AMd@aEqHk@uUfCCiBxAf@]aDTiCmAyCeBsFuCk\Y{Ai@i@qWtCWvDqG{AwC`@qRbXwH`FyIhCoUBcc@mM_p@cs@cS_C{m@tFgA{Q\cBs@aLkQ~@c[oHgARqAyAa^mIdDq[mDHiJmKqE{C]q@zB_GaDhH_DnM}AjCuJn_@aHhRuDjEkFrUyD`G{GxR]CrBuDiBeBmCdEyLv`@eBbBsBzGuBtCWzDxA|DcA`C{Cs@uIhBkFm@cDmGyD}BiFuIuDiAkGz@gCeC{B}EaDOiKuD{EsFuGkD_BoB_AqEJ_Hq@oBa^oU{Ie@iGzAeEcCsHcIgMmAwBcF}@k@y@Ve@zA~AtG{A|AuF_FaCy@sB`@cC|C_AAgWoOca@|AcIi@iEoCkJ{JwIyFcp@{UsWwMmWeIc[_IcLdAuUkBkG|OsJeG}U_GyAdJmCo@]`BdANiBHqC`PmQ|{A{BhYtEvAlP|AzGhBvDbCdC{@t@mCqDuFwc@mUkNgCgEJaF_BaAZgJ{CgMkPoOkLsP_FsMcIkKoD{N_O_FeBkI~CaJiDmP}BgK{L}DuBwLsCcZsOkKiC{QsLw[aFqZiOuUcEmb@eOcN}B}FcCoR_AmI_EuKYuLqFoMY{M_Em^_FgL}FwBsCoG_EkT{G[v@rSnFrGlEk@T{EiCmOgAyMB{ErBuLkAcDr@sMSeMcEsBZgDdF~E~DbPfD~x@PxEn@xV`RpkA|WdObMxNhShI`E~ELrUkA`K}EnPmElK?xEbAbO~K`ZnGbPfM~Q|EfQtN~LdDnXzMfDfDbDhHjC~CpKnCtDaHn@KrGjCbXpFlW|OxX|CpQvL~SpUhJtB`Y`M|CkNe@}B~@cM|O}sAdCkPx@}@`A\mA[ZoBjCr@G|BzKzBjEeAbK|Bv@wCfD?`CaF|B}GbXjB|Ei@jEjCl@uA~BXhn@vPvMtIdv@hX~IrF|JxJvGbEhb@cAhI`@pTzN_AlLz@`CpC^jCwFvI[hBrBfBdGzDbCnCfJzKpGtDlGdHhAzCtJhCrCdFhBbJmAxDjCbEnGjIbA|LnOpEhIlC`A|JG~@x@dArEtOxHtHjKdE~CzCc@jEyEvMdH|I`IhAsDMuEtAmLpE}Dt@iF|ANzK|HhE_Hg@iDbDgNbF|ArL|IlIfDxRzNfEmN^qCnBeC`KpFx`@`Yxa@vVp_Alo@fCH~l@fVl@yAd@xA`E{@nWuLVwBnAgBvEUjHkCpp@iZz@kBOkAi@Ve@dCJlBWmFf@}FBkTjM@fQaBbEkGt@m]~GgAz@qKpQqB,2,153.3,1649.6,FALSE,22,,
105,2,Breezy P and back,53587.2,7637,9284,276,Ride,10,5397726766,garmin_push_6883305528,5747749476,2021-06-01T20:08:25Z,2021-06-01T16:08:25Z,(GMT-05:00) America/New_York,-14400,"[40.688376, -73.970977]","[40.68851, -73.970915]",,,United States,40.688376,-73.970915,31,7,0,1,0,FALSE,FALSE,FALSE,FALSE,everyone,FALSE,,FALSE,5747749476,7.017,12.7,,TRUE,131.8,169,FALSE,TRUE,21.6,-31.6,17,0,FALSE,3171594,1,a5397726766,i}iwFrmnbMnC_@_@yHNyAfF_@|Ag@|MmAjCBvHyAtHxArVzGrBp@H`DRn@~@hA`Br@fDRlCs@|@u@JiAl@Ff@eDzBI|@d@jBvCvC`BhEzDxFp@dFc@lBZdExDxGdEhAbBxB|GhBnDrB|AbBPfA[z@{@h@qAb@cEd@_BvB}CvA{CbBgBnAW`ICpAe@tBeCtBmA~@ElDj@|AGtBy@bAcBXsBc@wDqAeDeBmCaAcCs@sGq@wD}@}BmBwCeF_DwCk@{CLuFrB}BE_RrIeFV}KpE_E|DaBbEmArAqCPuChA{@MyC}AgAMsA\}@tAUfCd@dCnAnAjCxA|BfC`DfAlCNtEUvCb@dD~ChHxFxAdCfClHjA~AhBnArBJpAs@p@gA^{A^_En@cB~AuBdBsDdBqAxG@bCSdAc@xBmC~BkAzEf@fDM|DbAdBqD|AQzIgFHICyAmDgNfAk@lFy@jGw@jl@_GnSsChKs@rZwDdAFtQgCnf@uF~|@qJT_A]mHq@qHQuEFcAa@wD^uA_AsEeAsSTm@|oB_T|z@}JR[Ds@g@aKg@of@o@qPVg@QwKXiSx@wK^uJ`@_CB{FOaGw@}Ck@qIe@qDwBeIsI}Qa@oB}@wByAaCiCkCmEiCsFiB}HUaHbAaAOs@m@o@yBVyGZgAjBkBy@oABUpPuRbGkF~EqGnFwFr@uA~AkA`LoMlEcIn@k@vAc@dA{AzAy@pA@hB{BxGgGvEyGfl@{ZrNeHlAWnAn@pExSj^npBpDjWd@lHPEU}GmEsZk^}mBiCkO^o@pZsNv@o@KaACrAkLjFmPtIQIS}A_@s@_AWm@Lyb@vS{XlOiGjIcGvFwAhB}@GcBr@sAfBeCjAaFvImJnKuBfBwAbCiM|NqEvD_KbLeE`FEd@Xl@^ZmBzBS`AYhFHrAj@vAt@l@z@P|GiA~I\fFhBtEtCjCvCdBbDp@rCxJrT`BdHfAlNv@rCHdJC|Cc@|Bc@`Ly@dKQrPRnMk@p@Cn@^jGLt[z@~]Y|@sfAxKgOvB{JdAyL|@oEz@yUhC_X|B{Bn@iIj@ms@|Heb@fFgYjCgGjAkHXaKzAiKp@_CVcBr@cKd@wAZyEVuKVmMrEo`@h@{d@|B_ZhBKTiJN{OgEk@@kPkEWb@{ApIeDjViBtQwCnOc@`FIlFi@X{ASiCTiExCoC}A}HmAkLiD{C[gDwAoDdAs@h@kPv@aGdA{DEqIrAc@`BClHxEO,2,119.2,910,FALSE,22,,
